ST_CD,MAJCAT,MERCHCAT,MACRO_MVGR,MC_M_MVGR_CONT_1,MC_M_MVGR_CONT_2,MC_M_MVGR_CONT_3,MC_M_MVGR_CONT_4,MC_M_MVGR_CONT_5,MC_M_MVGR_CONT_6,MC_M_MVGR_CONT_7,MC_M_MVGR_CONT_8,MC_M_MVGR_CONT_9,MC_M_MVGR_CONT_10,MC_M_MVGR_CONT_11,MC_M_MVGR_CONT_12
HG10,M_JEANS,M_BLK_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG10,M_JEANS,M_BLK_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG10,M_JEANS,M_BLK_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG10,M_JEANS,M_BLU_JEANS,ANK,61%,61%,61%,61%,61%,61%,61%,61%,61%,61%,61%,61%
HG10,M_JEANS,M_BLU_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG10,M_JEANS,M_BLU_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG10,M_JEANS,M_BLU_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG10,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG10,M_JEANS,M_BLU_JEANS,REG,39%,39%,39%,39%,39%,39%,39%,39%,39%,39%,39%,39%
HG10,M_JEANS,M_BLU_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG10,M_JEANS,M_BLU_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG10,M_JEANS,M_BLU_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG10,M_JEANS,M_COL_JEANS,ANK,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%
HG10,M_JEANS,M_COL_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG10,M_JEANS,M_COL_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG10,M_JEANS,M_COL_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG10,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG10,M_JEANS,M_COL_JEANS,REG,31%,31%,31%,31%,31%,31%,31%,31%,31%,31%,31%,31%
HG10,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG10,M_JEANS,M_COL_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG10,M_JEANS,M_COL_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG10,M_JEANS,M_JGR_JEANS,ANK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG10,M_JEANS,M_JGR_JEANS,BASIC,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%
HG10,M_JEANS,M_JGR_JEANS,BSC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG10,M_JEANS,M_JGR_JEANS,CRG,42%,42%,42%,42%,42%,42%,42%,42%,42%,42%,42%,42%
HG10,M_JEANS,M_JGR_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG10,M_JEANS,M_JGR_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG10,M_JEANS,M_JGR_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG10,M_JEANS,M_JGR_JEANS,PLN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG10,M_JEANS,M_JGR_JEANS,REG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG11,M_JEANS,M_BLK_JEANS,ANK,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%
HG11,M_JEANS,M_BLK_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG11,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG11,M_JEANS,M_BLK_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG11,M_JEANS,M_BLK_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG11,M_JEANS,M_BLK_JEANS,REG,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%
HG11,M_JEANS,M_BLK_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG11,M_JEANS,M_BLK_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG11,M_JEANS,M_BLK_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG11,M_JEANS,M_BLU_JEANS,ANK,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%
HG11,M_JEANS,M_BLU_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG11,M_JEANS,M_BLU_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG11,M_JEANS,M_BLU_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG11,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG11,M_JEANS,M_BLU_JEANS,REG,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%
HG11,M_JEANS,M_BLU_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG11,M_JEANS,M_BLU_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG11,M_JEANS,M_BLU_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG11,M_JEANS,M_COL_JEANS,ANK,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%
HG11,M_JEANS,M_COL_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG11,M_JEANS,M_COL_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG11,M_JEANS,M_COL_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG11,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG11,M_JEANS,M_COL_JEANS,REG,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%
HG11,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG11,M_JEANS,M_COL_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG11,M_JEANS,M_COL_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG11,M_JEANS,M_JGR_JEANS,ANK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG11,M_JEANS,M_JGR_JEANS,BASIC,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%
HG11,M_JEANS,M_JGR_JEANS,BSC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG11,M_JEANS,M_JGR_JEANS,CRG,42%,42%,42%,42%,42%,42%,42%,42%,42%,42%,42%,42%
HG11,M_JEANS,M_JGR_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG11,M_JEANS,M_JGR_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG11,M_JEANS,M_JGR_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG11,M_JEANS,M_JGR_JEANS,PLN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG11,M_JEANS,M_JGR_JEANS,REG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HH13,M_JEANS,M_BLK_JEANS,ANK,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%
HH13,M_JEANS,M_BLK_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HH13,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HH13,M_JEANS,M_BLK_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HH13,M_JEANS,M_BLK_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HH13,M_JEANS,M_BLK_JEANS,REG,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%
HH13,M_JEANS,M_BLK_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HH13,M_JEANS,M_BLK_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HH13,M_JEANS,M_BLK_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HH13,M_JEANS,M_BLU_JEANS,ANK,51%,51%,51%,51%,51%,51%,51%,51%,51%,51%,51%,51%
HH13,M_JEANS,M_BLU_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HH13,M_JEANS,M_BLU_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HH13,M_JEANS,M_BLU_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HH13,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HH13,M_JEANS,M_BLU_JEANS,REG,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%
HH13,M_JEANS,M_BLU_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HH13,M_JEANS,M_BLU_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HH13,M_JEANS,M_BLU_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HH13,M_JEANS,M_COL_JEANS,ANK,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%
HH13,M_JEANS,M_COL_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HH13,M_JEANS,M_COL_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HH13,M_JEANS,M_COL_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HH13,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HH13,M_JEANS,M_COL_JEANS,REG,38%,38%,38%,38%,38%,38%,38%,38%,38%,38%,38%,38%
HH13,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HH13,M_JEANS,M_COL_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HH13,M_JEANS,M_COL_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HH13,M_JEANS,M_JGR_JEANS,ANK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HH13,M_JEANS,M_JGR_JEANS,BASIC,45%,45%,45%,45%,45%,45%,45%,45%,45%,45%,45%,45%
HH13,M_JEANS,M_JGR_JEANS,BSC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HH13,M_JEANS,M_JGR_JEANS,CRG,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%
HH13,M_JEANS,M_JGR_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HH13,M_JEANS,M_JGR_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HH13,M_JEANS,M_JGR_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HH13,M_JEANS,M_JGR_JEANS,PLN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HH13,M_JEANS,M_JGR_JEANS,REG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HI05,M_JEANS,M_BLK_JEANS,ANK,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%
HI05,M_JEANS,M_BLK_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HI05,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HI05,M_JEANS,M_BLK_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HI05,M_JEANS,M_BLK_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HI05,M_JEANS,M_BLK_JEANS,REG,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%
HI05,M_JEANS,M_BLK_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HI05,M_JEANS,M_BLK_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HI05,M_JEANS,M_BLK_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HI05,M_JEANS,M_BLU_JEANS,ANK,54%,54%,54%,54%,54%,54%,54%,54%,54%,54%,54%,54%
HI05,M_JEANS,M_BLU_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HI05,M_JEANS,M_BLU_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HI05,M_JEANS,M_BLU_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HI05,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HI05,M_JEANS,M_BLU_JEANS,REG,46%,46%,46%,46%,46%,46%,46%,46%,46%,46%,46%,46%
HI05,M_JEANS,M_BLU_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HI05,M_JEANS,M_BLU_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HI05,M_JEANS,M_BLU_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HI05,M_JEANS,M_COL_JEANS,ANK,56%,56%,56%,56%,56%,56%,56%,56%,56%,56%,56%,56%
HI05,M_JEANS,M_COL_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HI05,M_JEANS,M_COL_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HI05,M_JEANS,M_COL_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HI05,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HI05,M_JEANS,M_COL_JEANS,REG,44%,44%,44%,44%,44%,44%,44%,44%,44%,44%,44%,44%
HI05,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HI05,M_JEANS,M_COL_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HI05,M_JEANS,M_COL_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HI05,M_JEANS,M_JGR_JEANS,ANK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HI05,M_JEANS,M_JGR_JEANS,BASIC,45%,45%,45%,45%,45%,45%,45%,45%,45%,45%,45%,45%
HI05,M_JEANS,M_JGR_JEANS,BSC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HI05,M_JEANS,M_JGR_JEANS,CRG,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%
HI05,M_JEANS,M_JGR_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HI05,M_JEANS,M_JGR_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HI05,M_JEANS,M_JGR_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HI05,M_JEANS,M_JGR_JEANS,PLN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HI05,M_JEANS,M_JGR_JEANS,REG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ08,M_JEANS,M_BLK_JEANS,ANK,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%
HJ08,M_JEANS,M_BLK_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ08,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ08,M_JEANS,M_BLK_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ08,M_JEANS,M_BLK_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ08,M_JEANS,M_BLK_JEANS,REG,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%
HJ08,M_JEANS,M_BLK_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ08,M_JEANS,M_BLK_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ08,M_JEANS,M_BLK_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ08,M_JEANS,M_BLU_JEANS,ANK,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%
HJ08,M_JEANS,M_BLU_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ08,M_JEANS,M_BLU_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ08,M_JEANS,M_BLU_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ08,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ08,M_JEANS,M_BLU_JEANS,REG,42%,42%,42%,42%,42%,42%,42%,42%,42%,42%,42%,42%
HJ08,M_JEANS,M_BLU_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ08,M_JEANS,M_BLU_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ08,M_JEANS,M_BLU_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ08,M_JEANS,M_COL_JEANS,ANK,53%,53%,53%,53%,53%,53%,53%,53%,53%,53%,53%,53%
HJ08,M_JEANS,M_COL_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ08,M_JEANS,M_COL_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ08,M_JEANS,M_COL_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ08,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ08,M_JEANS,M_COL_JEANS,REG,47%,47%,47%,47%,47%,47%,47%,47%,47%,47%,47%,47%
HJ08,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ08,M_JEANS,M_COL_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ08,M_JEANS,M_COL_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ08,M_JEANS,M_JGR_JEANS,ANK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ08,M_JEANS,M_JGR_JEANS,BASIC,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%
HJ08,M_JEANS,M_JGR_JEANS,BSC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ08,M_JEANS,M_JGR_JEANS,CRG,71%,71%,71%,71%,71%,71%,71%,71%,71%,71%,71%,71%
HJ08,M_JEANS,M_JGR_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ08,M_JEANS,M_JGR_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ08,M_JEANS,M_JGR_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ08,M_JEANS,M_JGR_JEANS,PLN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ08,M_JEANS,M_JGR_JEANS,REG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_BLK_JEANS,ANK,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%
HJ09,M_JEANS,M_BLK_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_BLK_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_BLK_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_BLK_JEANS,REG,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%
HJ09,M_JEANS,M_BLK_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_BLK_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_BLK_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_BLU_JEANS,ANK,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%
HJ09,M_JEANS,M_BLU_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_BLU_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_BLU_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_BLU_JEANS,REG,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%
HJ09,M_JEANS,M_BLU_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_BLU_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_BLU_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_COL_JEANS,ANK,61%,61%,61%,61%,61%,61%,61%,61%,61%,61%,61%,61%
HJ09,M_JEANS,M_COL_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_COL_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_COL_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_COL_JEANS,REG,39%,39%,39%,39%,39%,39%,39%,39%,39%,39%,39%,39%
HJ09,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_COL_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_COL_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_JGR_JEANS,ANK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_JGR_JEANS,BASIC,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%
HJ09,M_JEANS,M_JGR_JEANS,BSC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_JGR_JEANS,CRG,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%
HJ09,M_JEANS,M_JGR_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_JGR_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_JGR_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_JGR_JEANS,PLN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_JGR_JEANS,REG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ10,M_JEANS,M_BLK_JEANS,ANK,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%
HJ10,M_JEANS,M_BLK_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ10,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ10,M_JEANS,M_BLK_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ10,M_JEANS,M_BLK_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ10,M_JEANS,M_BLK_JEANS,REG,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%
HJ10,M_JEANS,M_BLK_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ10,M_JEANS,M_BLK_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ10,M_JEANS,M_BLK_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ10,M_JEANS,M_BLU_JEANS,ANK,56%,56%,56%,56%,56%,56%,56%,56%,56%,56%,56%,56%
HJ10,M_JEANS,M_BLU_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
