ST_CD,ST_NM,SSN_DAY_M_1,SSN_DAY_M_2,SSN_DAY_M_3,SSN_DAY_M_4,SSN_DAY_M_5,SSN_DAY_M_6,SSN_DAY_M_7,SSN_DAY_M_8,SSN_DAY_M_9,SSN_DAY_M_10,SSN_DAY_M_11,SSN_DAY_M_12,L_CONS_M_1,L_CONS_M_2,L_CONS_M_3,L_CONS_M_4,L_CONS_M_5,L_CONS_M_6,L_CONS_M_7,L_CONS_M_8,L_CONS_M_9,L_CONS_M_10,L_CONS_M_11,L_CONS_M_12,L_OPT_SALES_GR_M_1,L_OPT_SALES_GR_M_2,L_OPT_SALES_GR_M_3,L_OPT_SALES_GR_M_4,L_OPT_SALES_GR_M_5,L_OPT_SALES_GR_M_6,L_OPT_SALES_GR_M_7,L_OPT_SALES_GR_M_8,L_OPT_SALES_GR_M_9,L_OPT_SALES_GR_M_10,L_OPT_SALES_GR_M_11,L_OPT_SALES_GR_M_12
,KIW_T_SHIRT,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KIW_THRM_W,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KIW_TOP,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_AS_SAREE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_ATHLEISURE_LOWER,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_ATHLEISURE_SET,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_ATHLEISURE_UPPER,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_BACK PACK,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_BLAZER,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_BR_NIGHTY,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_BRA,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_C_SAREE,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_CARGO,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_CIG_PANT,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_CO-ORD_SET,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_CULOTTES,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_DRS_FAB,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_DUFFLE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_DUFFLE_TROLEY,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_DUNGREE,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_DUPATTA,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_GYM BAG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_H_CAPRI,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_H_HOT_PANT,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_H_M_FRK_FS,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_H_M_FRK_HS,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_H_NIGHTY,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_H_PYJAMA,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_H_TOP_FS,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_H_TOP_HS,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_HAREMS,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_JEANS,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_JEGGING,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_D_JOGGER,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_JUMP_SUIT,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_KURTI_FS,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_KURTI_HS,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_KURTI_ST,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_LEGGING,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_LEHANGA,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_MATERNITY,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_N_SUIT,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_PANTY,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_PLAZO,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_SANDO,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_SCARF,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_SCHOOL BAG,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_SHIRTS,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_SHOPPING_BAG,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_SKIRT,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_SLIPS,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_SPRT_BRA,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_SYN_SAREE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_T_CAPRI,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_T_HOT_PANT,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_T_M_FRK_FS,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_T_M_FRK_HS,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_T_NIGHTY,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_T_PYJAMA,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_T_TOP_FS,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_T_TOP_HS,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_TANT_SAREE,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_TEEN_AGE_BRA,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_TRACKING_BAG,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L_UPRIGHT,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LADIES_MIX,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_ EAR_COVER_BAND,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_ANKLETS,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_BABY_WIPES,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_BINDI,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_BODY LOTION,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_BRACELET,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_CREAMS & LOTION,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_EAR BUDS,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_EAR TOP RINGS,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_EYEBROW PLUKER,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_EYELASH,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_EYES LINER,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_EYESHADOW,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_F_AIR FRSHENR,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_F_ROOM FRSHENR,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_FA_LIQ_POLISH,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_FA_SHINE_SPONGE,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_FA_SHOE_BRUSH,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_FA_SHOE_WX_POLISH,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_FACE CARE,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_FACE MASK,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_FACE SCRUB,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_FACE SERUM,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_FACE WASH,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_FACE WIPES,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_FACE_COTTON,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_FOUDATION,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_HAIR REMOVER CREAM,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_HAIR SHAMPOO,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_HAIR_ACCESSORIES,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_HIGHLIGHTER,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_JHUMKA EARRINGS,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_K SNGLS,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_K_CAP,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_K_INF_SOCKS,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_K_KIDS  SOCKS,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_K_SOFT POUCHES,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_K_TOOTH BRUSH,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_K_UMBRELLA,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_KAJAL,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_KEY RING,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_L_RAZOR,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_LD_COSMETICS,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_LINER,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_LIPSTICK,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_M_BELT,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_M_CAP,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_M_DEO,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_W_DEO,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_M_HANDKERCHIEF,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_M_PLAYING_CARDS,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_M_RAZOR,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_M_SNGLS,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_M_SOCKS,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_M_UMBRELLA,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_M_WALLET,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_M_WATCH,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_M_WNTR_SOCKS,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_MAKEUP BRUSH,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_MAKEUP REMOVER,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_MASCARA,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_MASKARA,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_NAIL_FILER,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_NAIL_PAINT,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_NAIL_PAINT_ REMOVER,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_NECK_REST,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_NECKLACE SET,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_PAPER_SOAP,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_PC_DIAPERS,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_PRIMER,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_ROSE WATER,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_SANITARY_PAD,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_SCISSOR,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_SHAVING_FOAM,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_SHOWER GEL,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_SINDOOR,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_SUNGLASS_CASE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_TOOTH BRUSH,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_TOOTH PICK,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_W UMBRELLA,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_W_BELT,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_W_COMB,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_W_MIRROR,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_W_NAIL_CUTTER,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_W_PERFUME,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_W_PURSE,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_W_SNGLS,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_W_SOCKS,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_W_WALLET,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_W_WATCH,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LS_W_WNTR_SOCK,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LW_BLAZER,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LW_CAP,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LW_CO_ORD_SET,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LW_FLC_TOP,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LW_GLOVES,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LW_JKT_FS,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LW_JKT_SL,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LW_KURTI,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LW_KURTI_ST,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LW_LEGGING,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LW_NIGHT_SUIT,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LW_NIGHTY,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LW_PANT,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LW_PLAZO,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LW_PYJAMA,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LW_SHAWL,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LW_SHRUG,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LW_SKEEVY,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LW_STOLE,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LW_SWEATER_FS,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LW_SWEATER_SL,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LW_THRM_LOWER,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LW_THRM_UPPER,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LW_THRM_W,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LW_TOP,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LW_TRACK_SUIT,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LW_WNDCHTR_JKT_FS,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_BLAZER,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_BOXER,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_BRIEF,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_C_SHIRT_FS,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_C_SHIRT_FS_PW,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_C_SHIRT_HS_HSR,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_C_SHIRT_HS,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_CRG_TRSR,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_C_TRSR,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_H_CO_ORD_SET,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_T_CO_ORD_SET,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_F_SHIRT_FS,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_F_TRSR,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_H_BERMUDA,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_H_JAMAICAN,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_H_PYJAMA,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_JEANS,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_JOGGER,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_KRT_PYJAMA_3PC,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_KRT_PYJ,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_KURTA_FS,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_KURTA_HS,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_MODI_JKT,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_PW_SHIRT_FS,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_SANDO,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_SF_SHIRT_FS,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_SHRUG_FS,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_SUIT,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_T_BERMUDA,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_T_JAMAICAN,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_T_PYJAMA,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_T_SHIRT_PN_FS,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_TEES_PN_HS,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_TEES_FS,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_TEES_HS,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_TEES_SL,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_TIGHTS_FS,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_TIGHTS_HS,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_TIGHTS_SL,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M_VEST,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA_MOBILE CHARGER,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA_USB CABLE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MASK,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MENS_MIX,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MW_CAP,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MW_GLOVES,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MW_JKT_FS,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MW_JKT_SL,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MW_MODI_JKT,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MW_MUFFLER,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MW_PYJAMA,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MW_SWEATER_FS,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MW_SWEATER_SL,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MW_T_SHIRT_FS,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MW_T_SHIRT_SL,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MW_THRM_LOWER,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MW_THRM_UPPER,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MW_THRM_W,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MW_TRACK_SUIT,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MW_WNDCHTR_JKT_FS,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SANITIZER,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SF_EXERCIS MAT,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SF_SKIPPING RO,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SI_BADMINTON RACK,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SI_BASKET BALL,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SI_CAROM BOARD,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SI_CORK,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SI_PLASTIC_SET,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SI_RBR_SQUEEZE,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SO_C_BAT,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SO_FOOTBALL,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SO_T_TENNIS BALLS,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SSNL_BALLOON,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SSNL_HOLI GULAL,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ST_CLAY,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ST_COLOR SET,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ST_EXAM_BOARD,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ST_PEN SET,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ST_PENCIL BOX,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ST_RUBBER SET,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ST_STATIONARY_SET,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,T_BABY BATH_TUB,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,T_BABY RIDER,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,T_BABY TRICYCLE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,T_DOG,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,T_DOLLS,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,T_FUR_BAG,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,T_HANGING_TOYS,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,T_MT_TOYS,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,T_OTHR ANIMALS,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
