ST_CD,MAJCAT,MERCHCAT,CLR,MC_CLR_CONT_1,MC_CLR_CONT_2,MC_CLR_CONT_3,MC_CLR_CONT_4,MC_CLR_CONT_5,MC_CLR_CONT_6,MC_CLR_CONT_7,MC_CLR_CONT_8,MC_CLR_CONT_9,MC_CLR_CONT_10,MC_CLR_CONT_11,MC_CLR_CONT_12
HU61,M_JEANS,M_BLU_JEANS,D_BL,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%
HU61,M_JEANS,M_BLU_JEANS,L_BL,35%,35%,35%,35%,35%,35%,35%,35%,35%,35%,35%,35%
HU61,M_JEANS,M_BLU_JEANS,M_BL,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
HU61,M_JEANS,M_BLU_JEANS,M_GRY,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HU61,M_JEANS,M_BLU_JEANS,S_BL,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%
HU61,M_JEANS,M_BLU_JEANS,BL,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%
HU61,M_JEANS,M_BLU_JEANS,D_GRY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU61,M_JEANS,M_BLU_JEANS,GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU61,M_JEANS,M_BLU_JEANS,L_GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU61,M_JEANS,M_COL_JEANS,OLV,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU61,M_JEANS,M_COL_JEANS,D_GRY,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%
HU61,M_JEANS,M_COL_JEANS,BLK,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%
HU61,M_JEANS,M_COL_JEANS,D_BL,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HU61,M_JEANS,M_COL_JEANS,L_GRY,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%
HU61,M_JEANS,M_COL_JEANS,M_BL,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HU61,M_JEANS,M_COL_JEANS,M_GRY,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
HU61,M_JEANS,M_COL_JEANS,BEG,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HU61,M_JEANS,M_COL_JEANS,GRY,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%
HU61,M_JEANS,M_COL_JEANS,BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HU61,M_JEANS,M_COL_JEANS,OL_GRN,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HU61,M_JEANS,M_COL_JEANS,PST,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HU61,M_JEANS,M_JGR_JEANS,D_BL,21%,21%,21%,21%,21%,21%,21%,21%,21%,21%,21%,21%
HU61,M_JEANS,M_JGR_JEANS,D_GRY,35%,35%,35%,35%,35%,35%,35%,35%,35%,35%,35%,35%
HU61,M_JEANS,M_JGR_JEANS,L_GRY,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%
HU61,M_JEANS,M_JGR_JEANS,OL_GRN,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HU61,M_JEANS,M_JGR_JEANS,BLK,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU61,M_JEANS,M_JGR_JEANS,S_BL,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HU64,M_JEANS,M_BLK_JEANS,BLK,65%,65%,65%,65%,65%,65%,65%,65%,65%,65%,65%,65%
HU64,M_JEANS,M_BLK_JEANS,D_BL,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HU64,M_JEANS,M_BLK_JEANS,L_BL,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HU64,M_JEANS,M_BLK_JEANS,M_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU64,M_JEANS,M_BLK_JEANS,M_GRY,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HU64,M_JEANS,M_BLK_JEANS,GRY,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HU64,M_JEANS,M_BLK_JEANS,L_GRY,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HU64,M_JEANS,M_BLK_JEANS,D_GRY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU64,M_JEANS,M_BLK_JEANS,BL,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HU64,M_JEANS,M_BLU_JEANS,BLK,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%
HU64,M_JEANS,M_BLU_JEANS,D_BL,24%,24%,24%,24%,24%,24%,24%,24%,24%,24%,24%,24%
HU64,M_JEANS,M_BLU_JEANS,L_BL,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
HU64,M_JEANS,M_BLU_JEANS,M_BL,39%,39%,39%,39%,39%,39%,39%,39%,39%,39%,39%,39%
HU64,M_JEANS,M_BLU_JEANS,M_GRY,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
HU64,M_JEANS,M_BLU_JEANS,BL,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HU64,M_JEANS,M_BLU_JEANS,GRY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU64,M_JEANS,M_BLU_JEANS,L_GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU64,M_JEANS,M_COL_JEANS,NV_BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HU64,M_JEANS,M_COL_JEANS,D_GRY,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%
HU64,M_JEANS,M_COL_JEANS,BLK,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HU64,M_JEANS,M_COL_JEANS,L_GRY,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%
HU64,M_JEANS,M_COL_JEANS,M_BL,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%
HU64,M_JEANS,M_COL_JEANS,M_GRY,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%
HU64,M_JEANS,M_COL_JEANS,GRY,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%
HU64,M_JEANS,M_COL_JEANS,OL_GRN,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HU64,M_JEANS,M_JGR_JEANS,D_GRY,38%,38%,38%,38%,38%,38%,38%,38%,38%,38%,38%,38%
HU64,M_JEANS,M_JGR_JEANS,BL,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HU64,M_JEANS,M_JGR_JEANS,BLK,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HU64,M_JEANS,M_JGR_JEANS,GRY,54%,54%,54%,54%,54%,54%,54%,54%,54%,54%,54%,54%
HU65,M_JEANS,M_BLK_JEANS,BLK,64%,64%,64%,64%,64%,64%,64%,64%,64%,64%,64%,64%
HU65,M_JEANS,M_BLK_JEANS,D_BL,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HU65,M_JEANS,M_BLK_JEANS,L_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU65,M_JEANS,M_BLK_JEANS,M_BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU65,M_JEANS,M_BLK_JEANS,M_GRY,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
HU65,M_JEANS,M_BLK_JEANS,GRY,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%
HU65,M_JEANS,M_BLK_JEANS,MNT,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HU65,M_JEANS,M_BLK_JEANS,D_GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU65,M_JEANS,M_BLU_JEANS,BLK,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HU65,M_JEANS,M_BLU_JEANS,D_BL,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%
HU65,M_JEANS,M_BLU_JEANS,L_BL,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
HU65,M_JEANS,M_BLU_JEANS,M_BL,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%
HU65,M_JEANS,M_BLU_JEANS,M_GRY,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HU65,M_JEANS,M_BLU_JEANS,S_BL,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
HU65,M_JEANS,M_BLU_JEANS,BL,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
HU65,M_JEANS,M_BLU_JEANS,D_GRY,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HU65,M_JEANS,M_BLU_JEANS,GRY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU65,M_JEANS,M_BLU_JEANS,L_GRY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU65,M_JEANS,M_COL_JEANS,NV_BL,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HU65,M_JEANS,M_COL_JEANS,OLV,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HU65,M_JEANS,M_COL_JEANS,D_GRY,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
HU65,M_JEANS,M_COL_JEANS,BLK,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HU65,M_JEANS,M_COL_JEANS,D_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU65,M_JEANS,M_COL_JEANS,L_GRY,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%
HU65,M_JEANS,M_COL_JEANS,M_BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU65,M_JEANS,M_COL_JEANS,M_GRY,27%,27%,27%,27%,27%,27%,27%,27%,27%,27%,27%,27%
HU65,M_JEANS,M_COL_JEANS,BEG,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HU65,M_JEANS,M_COL_JEANS,GRY,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%
HU65,M_JEANS,M_COL_JEANS,BL,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HU65,M_JEANS,M_COL_JEANS,OL_GRN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU65,M_JEANS,M_COL_JEANS,PST,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HU65,M_JEANS,M_COL_JEANS,S_BL,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HU65,M_JEANS,M_JGR_JEANS,D_BL,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%
HU65,M_JEANS,M_JGR_JEANS,D_GRY,31%,31%,31%,31%,31%,31%,31%,31%,31%,31%,31%,31%
HU65,M_JEANS,M_JGR_JEANS,L_GRY,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
HU65,M_JEANS,M_JGR_JEANS,M_GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU65,M_JEANS,M_JGR_JEANS,BLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU65,M_JEANS,M_JGR_JEANS,L_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU65,M_JEANS,M_JGR_JEANS,NV_BL,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%
HU65,M_JEANS,M_JGR_JEANS,S_BL,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%
HU67,M_JEANS,M_BLK_JEANS,BLK,65%,65%,65%,65%,65%,65%,65%,65%,65%,65%,65%,65%
HU67,M_JEANS,M_BLK_JEANS,D_BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU67,M_JEANS,M_BLK_JEANS,L_BL,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HU67,M_JEANS,M_BLK_JEANS,M_GRY,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HU67,M_JEANS,M_BLK_JEANS,GRY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU67,M_JEANS,M_BLK_JEANS,MNT,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%
HU67,M_JEANS,M_BLK_JEANS,L_GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU67,M_JEANS,M_BLK_JEANS,D_GRY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU67,M_JEANS,M_BLK_JEANS,BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU67,M_JEANS,M_BLU_JEANS,BLK,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HU67,M_JEANS,M_BLU_JEANS,D_BL,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HU67,M_JEANS,M_BLU_JEANS,L_BL,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%
HU67,M_JEANS,M_BLU_JEANS,M_BL,27%,27%,27%,27%,27%,27%,27%,27%,27%,27%,27%,27%
HU67,M_JEANS,M_BLU_JEANS,M_GRY,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HU67,M_JEANS,M_BLU_JEANS,S_BL,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%
HU67,M_JEANS,M_BLU_JEANS,BL,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HU67,M_JEANS,M_BLU_JEANS,D_GRY,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HU67,M_JEANS,M_BLU_JEANS,NV_BL,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HU67,M_JEANS,M_BLU_JEANS,GRY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU67,M_JEANS,M_BLU_JEANS,L_GRY,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HU67,M_JEANS,M_COL_JEANS,NV_BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HU67,M_JEANS,M_COL_JEANS,OLV,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HU67,M_JEANS,M_COL_JEANS,D_GRY,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%
HU67,M_JEANS,M_COL_JEANS,BLK,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HU67,M_JEANS,M_COL_JEANS,D_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU67,M_JEANS,M_COL_JEANS,L_GRY,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HU67,M_JEANS,M_COL_JEANS,M_BL,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HU67,M_JEANS,M_COL_JEANS,M_GRY,21%,21%,21%,21%,21%,21%,21%,21%,21%,21%,21%,21%
HU67,M_JEANS,M_COL_JEANS,BEG,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HU67,M_JEANS,M_COL_JEANS,GRY,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%
HU67,M_JEANS,M_COL_JEANS,BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HU67,M_JEANS,M_COL_JEANS,OL_GRN,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HU67,M_JEANS,M_COL_JEANS,PST,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HU67,M_JEANS,M_COL_JEANS,S_BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU67,M_JEANS,M_JGR_JEANS,D_BL,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HU67,M_JEANS,M_JGR_JEANS,D_GRY,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%
HU67,M_JEANS,M_JGR_JEANS,L_GRY,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%
HU67,M_JEANS,M_JGR_JEANS,OL_GRN,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU67,M_JEANS,M_JGR_JEANS,M_BL,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HU67,M_JEANS,M_JGR_JEANS,M_GRY,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HU67,M_JEANS,M_JGR_JEANS,BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU67,M_JEANS,M_JGR_JEANS,BLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU67,M_JEANS,M_JGR_JEANS,L_BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU67,M_JEANS,M_JGR_JEANS,GRY,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
HU67,M_JEANS,M_JGR_JEANS,NV_BL,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HU67,M_JEANS,M_JGR_JEANS,S_BL,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HU67,M_JEANS,M_JGR_JEANS,OLV,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HU69,M_JEANS,M_BLK_JEANS,BLK,46%,46%,46%,46%,46%,46%,46%,46%,46%,46%,46%,46%
HU69,M_JEANS,M_BLK_JEANS,D_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU69,M_JEANS,M_BLK_JEANS,L_BL,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%
HU69,M_JEANS,M_BLK_JEANS,M_GRY,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
HU69,M_JEANS,M_BLK_JEANS,GRY,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%
HU69,M_JEANS,M_BLK_JEANS,L_GRY,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HU69,M_JEANS,M_BLK_JEANS,D_GRY,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
HU69,M_JEANS,M_BLK_JEANS,BL,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HU69,M_JEANS,M_BLU_JEANS,BLK,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU69,M_JEANS,M_BLU_JEANS,D_BL,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%
HU69,M_JEANS,M_BLU_JEANS,L_BL,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%
HU69,M_JEANS,M_BLU_JEANS,M_BL,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%
HU69,M_JEANS,M_BLU_JEANS,M_GRY,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HU69,M_JEANS,M_BLU_JEANS,BL,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%
HU69,M_JEANS,M_BLU_JEANS,D_GRY,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HU69,M_JEANS,M_BLU_JEANS,NV_BL,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HU69,M_JEANS,M_BLU_JEANS,GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU69,M_JEANS,M_BLU_JEANS,L_GRY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU69,M_JEANS,M_COL_JEANS,OLV,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HU69,M_JEANS,M_COL_JEANS,D_GRY,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%
HU69,M_JEANS,M_COL_JEANS,BLK,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU69,M_JEANS,M_COL_JEANS,D_BL,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HU69,M_JEANS,M_COL_JEANS,L_GRY,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
HU69,M_JEANS,M_COL_JEANS,M_GRY,24%,24%,24%,24%,24%,24%,24%,24%,24%,24%,24%,24%
HU69,M_JEANS,M_COL_JEANS,BEG,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HU69,M_JEANS,M_COL_JEANS,GRY,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
HU69,M_JEANS,M_COL_JEANS,OL_GRN,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HU69,M_JEANS,M_COL_JEANS,PST,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HU69,M_JEANS,M_JGR_JEANS,D_GRY,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%
HU69,M_JEANS,M_JGR_JEANS,L_GRY,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%
HU69,M_JEANS,M_JGR_JEANS,BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HU69,M_JEANS,M_JGR_JEANS,BLK,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HU69,M_JEANS,M_JGR_JEANS,GRY,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HU69,M_JEANS,M_JGR_JEANS,NV_BL,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%
HU69,M_JEANS,M_JGR_JEANS,S_BL,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%
HU70,M_JEANS,M_BLK_JEANS,BLK,50%,50%,50%,50%,50%,50%,50%,50%,50%,50%,50%,50%
HU70,M_JEANS,M_BLK_JEANS,D_BL,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%
HU70,M_JEANS,M_BLK_JEANS,M_BL,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
HU70,M_JEANS,M_BLK_JEANS,M_GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU70,M_JEANS,M_BLK_JEANS,GRY,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
HU70,M_JEANS,M_BLK_JEANS,MNT,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
HU70,M_JEANS,M_BLK_JEANS,D_GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU70,M_JEANS,M_BLU_JEANS,BLK,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HU70,M_JEANS,M_BLU_JEANS,D_BL,21%,21%,21%,21%,21%,21%,21%,21%,21%,21%,21%,21%
HU70,M_JEANS,M_BLU_JEANS,L_BL,38%,38%,38%,38%,38%,38%,38%,38%,38%,38%,38%,38%
HU70,M_JEANS,M_BLU_JEANS,M_BL,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%
HU70,M_JEANS,M_BLU_JEANS,M_GRY,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HU70,M_JEANS,M_BLU_JEANS,S_BL,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HU70,M_JEANS,M_BLU_JEANS,BL,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
HU70,M_JEANS,M_BLU_JEANS,D_GRY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU70,M_JEANS,M_BLU_JEANS,NV_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU70,M_JEANS,M_BLU_JEANS,GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU70,M_JEANS,M_COL_JEANS,NV_BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HU70,M_JEANS,M_COL_JEANS,OLV,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
HU70,M_JEANS,M_COL_JEANS,D_GRY,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HU70,M_JEANS,M_COL_JEANS,BLK,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HU70,M_JEANS,M_COL_JEANS,D_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU70,M_JEANS,M_COL_JEANS,L_GRY,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%
HU70,M_JEANS,M_COL_JEANS,M_BL,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
HU70,M_JEANS,M_COL_JEANS,M_GRY,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HU70,M_JEANS,M_COL_JEANS,GRY,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%
HU70,M_JEANS,M_COL_JEANS,BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU70,M_JEANS,M_COL_JEANS,OL_GRN,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HU70,M_JEANS,M_COL_JEANS,PST,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HU70,M_JEANS,M_COL_JEANS,S_BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU70,M_JEANS,M_JGR_JEANS,D_BL,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HU70,M_JEANS,M_JGR_JEANS,D_GRY,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%
HU70,M_JEANS,M_JGR_JEANS,L_GRY,38%,38%,38%,38%,38%,38%,38%,38%,38%,38%,38%,38%
HU70,M_JEANS,M_JGR_JEANS,M_BL,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HU70,M_JEANS,M_JGR_JEANS,M_GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU70,M_JEANS,M_JGR_JEANS,BLK,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU70,M_JEANS,M_JGR_JEANS,L_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HU70,M_JEANS,M_JGR_JEANS,GRY,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%
HU70,M_JEANS,M_JGR_JEANS,NV_BL,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HU70,M_JEANS,M_JGR_JEANS,S_BL,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%
HU70,M_JEANS,M_JGR_JEANS,OLV,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HU71,M_JEANS,M_BLK_JEANS,BLK,94%,94%,94%,94%,94%,94%,94%,94%,94%,94%,94%,94%
